Date,usd_aoa_daily
08/09/2017,165.096
11/09/2017,165.096
12/09/2017,165.095
13/09/2017,165.096
14/09/2017,165.096
15/09/2017,165.096
18/09/2017,165.096
19/09/2017,165.1
20/09/2017,165.096
21/09/2017,165.095
22/09/2017,165.096
25/09/2017,165.15
26/09/2017,165.095
27/09/2017,165.095
28/09/2017,165.095
29/09/2017,165.095
02/10/2017,165.095
03/10/2017,164.98
04/10/2017,164.98
05/10/2017,165.095
06/10/2017,165.096
09/10/2017,165.096
10/10/2017,165.095
11/10/2017,165.095
12/10/2017,165.095
13/10/2017,165.096
16/10/2017,165.097
17/10/2017,164.93
18/10/2017,165.1
19/10/2017,165.096
20/10/2017,166.05
23/10/2017,165.096
24/10/2017,165.818
25/10/2017,165.096
26/10/2017,165.096
27/10/2017,165.096
30/10/2017,165.097
31/10/2017,165.097
01/11/2017,165.096
02/11/2017,165.096
03/11/2017,165.097
06/11/2017,165.097
07/11/2017,164.8
08/11/2017,165.097
09/11/2017,165.014
10/11/2017,165.097
13/11/2017,165.097
14/11/2017,165.096
15/11/2017,165.096
16/11/2017,165.096
17/11/2017,165.098
20/11/2017,165.097
21/11/2017,165.07
22/11/2017,165.098
23/11/2017,165.098
24/11/2017,165.098
27/11/2017,165.098
28/11/2017,165.097
29/11/2017,165.098
30/11/2017,165.097
01/12/2017,165.097
04/12/2017,165.098
05/12/2017,165.098
06/12/2017,164.93
07/12/2017,165.098
08/12/2017,165.097
11/12/2017,165.097
12/12/2017,165.1
13/12/2017,165.1
14/12/2017,165.097
15/12/2017,165.097
18/12/2017,165.098
19/12/2017,165.1
20/12/2017,165.06
21/12/2017,164.93
22/12/2017,165.098
25/12/2017,165.098
26/12/2017,165.097
27/12/2017,165.098
28/12/2017,165.098
29/12/2017,165.098
01/01/2018,165.098
02/01/2018,165.098
03/01/2018,165.098
04/01/2018,165.098
05/01/2018,165.098
08/01/2018,165.098
09/01/2018,166.375
10/01/2018,184.528
11/01/2018,183.545
12/01/2018,183
15/01/2018,181.336
16/01/2018,181.335
17/01/2018,202.662
18/01/2018,202.514
19/01/2018,202.215
22/01/2018,202.215
23/01/2018,202.035
24/01/2018,206.538
25/01/2018,204.255
26/01/2018,202.78
29/01/2018,203.415
30/01/2018,204.8
31/01/2018,207.206
01/02/2018,206.69
02/02/2018,206.872
05/02/2018,206.66
06/02/2018,206.45
07/02/2018,208.665
08/02/2018,208.615
09/02/2018,209.398
12/02/2018,210.115
13/02/2018,210.115
14/02/2018,210.182
15/02/2018,210.73
16/02/2018,207.912
19/02/2018,208.698
20/02/2018,209.6
21/02/2018,209.6
22/02/2018,212.274
23/02/2018,212.8
26/02/2018,212.74
27/02/2018,212.55
28/02/2018,212.9
01/03/2018,212.9
02/03/2018,214.85
05/03/2018,212.52
06/03/2018,212.635
07/03/2018,213.03
08/03/2018,213.03
09/03/2018,212.645
12/03/2018,214.65
13/03/2018,214.584
14/03/2018,213.53
15/03/2018,213.835
16/03/2018,214
19/03/2018,214.95
20/03/2018,214.462
21/03/2018,215.214
22/03/2018,214.932
23/03/2018,214.36
26/03/2018,213.645
27/03/2018,212.375
28/03/2018,212.975
29/03/2018,213.75
30/03/2018,213.89
02/04/2018,214.322
03/04/2018,213.89
04/04/2018,214.1
05/04/2018,214.76
06/04/2018,218.01
09/04/2018,217.44
10/04/2018,216.435
11/04/2018,216.61
12/04/2018,216.3
13/04/2018,217.6
16/04/2018,217.22
17/04/2018,216.27
18/04/2018,216.87
19/04/2018,216.15
20/04/2018,216.31
23/04/2018,218.32
24/04/2018,218.99
25/04/2018,218.34
26/04/2018,218.34
27/04/2018,224.68
30/04/2018,225.685
01/05/2018,225.687
02/05/2018,225.25
03/05/2018,228.6
04/05/2018,229.695
07/05/2018,230.12
08/05/2018,230.37
09/05/2018,231.73
10/05/2018,231.225
11/05/2018,230.64
14/05/2018,229.81
15/05/2018,229.445
16/05/2018,231.905
17/05/2018,232.479
18/05/2018,232.75
21/05/2018,233.52
22/05/2018,233.625
23/05/2018,233.129
24/05/2018,234.46
25/05/2018,234.26
28/05/2018,234.25
29/05/2018,236.359
30/05/2018,237.05
31/05/2018,239
01/06/2018,237.955
04/06/2018,238.154
05/06/2018,237.06
06/06/2018,238.072
07/06/2018,238.543
08/06/2018,237.675
11/06/2018,238.889
12/06/2018,237.72
13/06/2018,238.22
14/06/2018,238.58
15/06/2018,241.56
18/06/2018,241.8
19/06/2018,245.465
20/06/2018,246.35
21/06/2018,246.03
22/06/2018,245.658
25/06/2018,244.918
26/06/2018,243.84
27/06/2018,247.25
28/06/2018,248.62
29/06/2018,248.972
02/07/2018,247.98
03/07/2018,248.694
04/07/2018,248.694
05/07/2018,251.335
06/07/2018,250.11
09/07/2018,248.859
10/07/2018,252.45
11/07/2018,253.46
12/07/2018,252.73
13/07/2018,254.22
16/07/2018,254.748
17/07/2018,253.249
18/07/2018,253.11
19/07/2018,254.5
20/07/2018,255.58
23/07/2018,255.31
24/07/2018,253.635
25/07/2018,253.55
26/07/2018,253.768
27/07/2018,254.57
30/07/2018,254.745
31/07/2018,256.695
01/08/2018,256.5
02/08/2018,257.375
03/08/2018,258.795
06/08/2018,259.489
07/08/2018,260.072
08/08/2018,259.443
09/08/2018,259.287
10/08/2018,259.42
13/08/2018,263.075
14/08/2018,267.106
15/08/2018,268.48
16/08/2018,270
17/08/2018,270.05
20/08/2018,267.91
21/08/2018,272.3
22/08/2018,270.045
23/08/2018,268.65
24/08/2018,269.2
27/08/2018,273.625
28/08/2018,272.055
29/08/2018,271.005
30/08/2018,275.871
31/08/2018,276.012
03/09/2018,276.012
04/09/2018,278.505
05/09/2018,280.145
06/09/2018,280.14
07/09/2018,280.14
10/09/2018,283.98
11/09/2018,285.12
12/09/2018,285.38
13/09/2018,286.245
14/09/2018,284.65
17/09/2018,284.654
18/09/2018,285.43
19/09/2018,286.5
20/09/2018,287.66
21/09/2018,288.785
24/09/2018,288.81
25/09/2018,289.71
26/09/2018,289.415
27/09/2018,292.03
28/09/2018,294.11
01/10/2018,296.065
02/10/2018,297.4
03/10/2018,299.025
04/10/2018,300.68
05/10/2018,300.8
08/10/2018,301.8
09/10/2018,303.38
10/10/2018,304.05
11/10/2018,304.05
12/10/2018,304
15/10/2018,304.02
16/10/2018,303.696
17/10/2018,303.38
18/10/2018,303.07
19/10/2018,303.06
22/10/2018,303.05
23/10/2018,303.892
24/10/2018,304.742
25/10/2018,305.905
26/10/2018,306.445
29/10/2018,307.582
30/10/2018,307.65
31/10/2018,307.57
01/11/2018,309
02/11/2018,309
05/11/2018,307.075
06/11/2018,307.96
07/11/2018,309.09
08/11/2018,309.695
09/11/2018,309.65
12/11/2018,309.64
13/11/2018,309.915
14/11/2018,309.915
15/11/2018,309.9
16/11/2018,309.9
19/11/2018,309.9
20/11/2018,310.01
21/11/2018,310.013
22/11/2018,309.75
23/11/2018,310.065
26/11/2018,310.06
27/11/2018,310.055
28/11/2018,310.05
29/11/2018,310.022
30/11/2018,310.068
03/12/2018,309.45
04/12/2018,307.915
05/12/2018,307.93
06/12/2018,307.925
07/12/2018,307.925
10/12/2018,307.835
11/12/2018,307.835
12/12/2018,306.99
13/12/2018,306.99
14/12/2018,306.99
17/12/2018,306.8
18/12/2018,306.8
19/12/2018,306.805
20/12/2018,306.81
21/12/2018,306.828
24/12/2018,306.828
25/12/2018,306.828
26/12/2018,306.825
27/12/2018,306.8
28/12/2018,307.055
31/12/2018,307.055
01/01/2019,307.055
02/01/2019,307.365
03/01/2019,307.365
04/01/2019,307.63
07/01/2019,307.63
08/01/2019,308.498
09/01/2019,308.495
10/01/2019,308.69
11/01/2019,308.692
14/01/2019,308.69
15/01/2019,308.722
16/01/2019,308.725
17/01/2019,308.654
18/01/2019,308.654
21/01/2019,308.655
22/01/2019,308.65
23/01/2019,308.865
24/01/2019,309.224
25/01/2019,309.24
28/01/2019,309.242
29/01/2019,309.805
30/01/2019,309.805
31/01/2019,310.681
01/02/2019,310.68
04/02/2019,310.681
05/02/2019,311.575
06/02/2019,311.575
07/02/2019,311.57
08/02/2019,311.57
11/02/2019,311.574
12/02/2019,311.57
13/02/2019,311.574
14/02/2019,312.612
15/02/2019,312.614
18/02/2019,312.61
19/02/2019,312.915
20/02/2019,312.135
21/02/2019,312.135
22/02/2019,312.115
25/02/2019,312.592
26/02/2019,312.59
27/02/2019,312.59
28/02/2019,312.59
01/03/2019,312.592
04/03/2019,312.59
05/03/2019,312.59
06/03/2019,313.035
07/03/2019,313.035
08/03/2019,313.04
11/03/2019,313.039
12/03/2019,313.039
13/03/2019,314.02
14/03/2019,314
15/03/2019,314.02
18/03/2019,314.01
19/03/2019,314.02
20/03/2019,315.66
21/03/2019,315.262
22/03/2019,315.262
25/03/2019,315.66
26/03/2019,316.538
27/03/2019,316.45
28/03/2019,316.43
29/03/2019,316.432
01/04/2019,316.425
02/04/2019,316.43
03/04/2019,316.42
04/04/2019,316.425
05/04/2019,316.43
08/04/2019,316.425
09/04/2019,316.915
10/04/2019,316.909
11/04/2019,316.909
12/04/2019,316.909
15/04/2019,317.839
16/04/2019,317.199
17/04/2019,317.838
18/04/2019,317.839
19/04/2019,317.839
22/04/2019,317.835
23/04/2019,317.512
24/04/2019,317.51
25/04/2019,317.51
26/04/2019,318.72
29/04/2019,318.401
30/04/2019,317.93
01/05/2019,317.93
02/05/2019,317.93
03/05/2019,323.5
06/05/2019,323.5
07/05/2019,323.501
08/05/2019,323.501
09/05/2019,323.501
10/05/2019,323.5
13/05/2019,323.5
14/05/2019,323
15/05/2019,324.97
16/05/2019,324.97
17/05/2019,324.97
20/05/2019,324.647
21/05/2019,327.21
22/05/2019,327.21
23/05/2019,326.334
24/05/2019,326.557
27/05/2019,327.214
28/05/2019,328.286
29/05/2019,328.79
30/05/2019,328.136
31/05/2019,328
03/06/2019,328.461
04/06/2019,330.382
05/06/2019,331.321
06/06/2019,332.1
07/06/2019,334.98
10/06/2019,337.25
11/06/2019,336.943
12/06/2019,337.25
13/06/2019,337.25
14/06/2019,336.943
17/06/2019,337.28
18/06/2019,338.56
19/06/2019,338.562
20/06/2019,338.224
21/06/2019,338.56
24/06/2019,338.059
25/06/2019,338.221
26/06/2019,338.562
27/06/2019,338.562
28/06/2019,338.55
01/07/2019,338.56
02/07/2019,342.113
03/07/2019,342.11
04/07/2019,342.113
05/07/2019,342.113
08/07/2019,342.113
09/07/2019,343.69
10/07/2019,344.18
11/07/2019,344.19
12/07/2019,344.18
15/07/2019,343.85
16/07/2019,344.19
17/07/2019,344.47
18/07/2019,343.78
19/07/2019,344.814
22/07/2019,344.814
23/07/2019,343.61
24/07/2019,345.91
25/07/2019,345.91
26/07/2019,345.91
29/07/2019,344.53
30/07/2019,345.56
31/07/2019,345.99
01/08/2019,345.99
02/08/2019,350.11
05/08/2019,350.1
06/08/2019,350.1
07/08/2019,351.73
08/08/2019,352.79
09/08/2019,355.002
12/08/2019,355.002
13/08/2019,357.29
14/08/2019,358.361
15/08/2019,358.361
16/08/2019,358.361
19/08/2019,358.361
20/08/2019,358.36
21/08/2019,358.346
22/08/2019,358.346
23/08/2019,358.346
26/08/2019,358.346
27/08/2019,358.346
28/08/2019,358.346
29/08/2019,358.346
30/08/2019,358.346
02/09/2019,358.346
03/09/2019,361.049
04/09/2019,361.049
05/09/2019,360.64
06/09/2019,361.724
09/09/2019,361.982
10/09/2019,360.9
11/09/2019,361.985
12/09/2019,361.985
13/09/2019,361.99
16/09/2019,361.985
17/09/2019,361.985
18/09/2019,361.985
19/09/2019,363.712
20/09/2019,363.712
23/09/2019,365.49
24/09/2019,365.49
25/09/2019,367.617
26/09/2019,367.617
27/09/2019,367.617
30/09/2019,368.747
01/10/2019,368.747
02/10/2019,374.211
03/10/2019,374.211
04/10/2019,377.218
07/10/2019,377.218
08/10/2019,378.835
09/10/2019,382.947
10/10/2019,388.11
11/10/2019,395.548
14/10/2019,395.548
15/10/2019,409.712
16/10/2019,422.335
17/10/2019,438.033
18/10/2019,438.033
21/10/2019,446.186
22/10/2019,447.012
23/10/2019,450.612
24/10/2019,459.85
25/10/2019,459.86
28/10/2019,485.566
29/10/2019,492.32
30/10/2019,491.057
31/10/2019,491.615
01/11/2019,491.725
04/11/2019,489.22
05/11/2019,489.22
06/11/2019,460.409
07/11/2019,460.86
08/11/2019,460.82
11/11/2019,456.458
12/11/2019,456.3
13/11/2019,456.9
14/11/2019,456.46
15/11/2019,457.461
18/11/2019,456.7
19/11/2019,455.69
20/11/2019,460.56
21/11/2019,462.309
22/11/2019,465.325
25/11/2019,470.346
26/11/2019,477.178
27/11/2019,484.255
28/11/2019,484.255
29/11/2019,486.286
02/12/2019,486.286
03/12/2019,483.52
04/12/2019,481.103
05/12/2019,481.1
06/12/2019,473.55
09/12/2019,471.44
10/12/2019,467.89
11/12/2019,467.5
12/12/2019,464.573
13/12/2019,458.75
16/12/2019,454.41
17/12/2019,454.41
18/12/2019,453.422
19/12/2019,458.763
20/12/2019,466.222
23/12/2019,466.215
24/12/2019,466.215
25/12/2019,466.215
26/12/2019,477.356
27/12/2019,477.356
30/12/2019,477.356
31/12/2019,477.356
01/01/2020,477.356
02/01/2020,477.355
03/01/2020,477.355
06/01/2020,477.36
07/01/2020,478.68
08/01/2020,478.8
09/01/2020,477.94
10/01/2020,477.97
13/01/2020,479.382
14/01/2020,479.67
15/01/2020,479.67
16/01/2020,484.443
17/01/2020,484.44
20/01/2020,484.35
21/01/2020,488.235
22/01/2020,488.235
23/01/2020,491.535
24/01/2020,491.535
27/01/2020,491.535
28/01/2020,491.35
29/01/2020,491.35
30/01/2020,491.33
31/01/2020,490.78
03/02/2020,490.77
04/02/2020,490.75
05/02/2020,490.78
06/02/2020,491.35
07/02/2020,491.35
10/02/2020,491.345
11/02/2020,490.23
12/02/2020,490.23
13/02/2020,489.755
14/02/2020,489.755
17/02/2020,489.758
18/02/2020,488.97
19/02/2020,487.5
20/02/2020,486.56
21/02/2020,488
24/02/2020,488
25/02/2020,486.56
26/02/2020,488
27/02/2020,487.65
28/02/2020,486.187
02/03/2020,486.237
03/03/2020,486.92
04/03/2020,486.9
05/03/2020,486.9
06/03/2020,486.9
09/03/2020,486.9
10/03/2020,486.41
11/03/2020,487.84
12/03/2020,491.59
13/03/2020,483.07
16/03/2020,483
17/03/2020,501.2
18/03/2020,499.73
19/03/2020,513.375
20/03/2020,513.375
23/03/2020,513.375
24/03/2020,511.839
25/03/2020,529.66
26/03/2020,529.57
27/03/2020,531.26
30/03/2020,531.26
31/03/2020,513.378
01/04/2020,531.26
02/04/2020,534.66
03/04/2020,540.857
06/04/2020,543.76
07/04/2020,548.33
08/04/2020,554.555
09/04/2020,554.51
10/04/2020,559.1
12/04/2020,559.103
13/04/2020,558.89
14/04/2020,561.71
15/04/2020,559.96
16/04/2020,561.33
17/04/2020,560.785
20/04/2020,560.785
21/04/2020,560.785
22/04/2020,556.951
23/04/2020,555.658
24/04/2020,557.12
27/04/2020,554.888
28/04/2020,554
29/04/2020,554.89
30/04/2020,552.295
01/05/2020,552.3
04/05/2020,546.33
05/05/2020,544.77
06/05/2020,543.53
07/05/2020,544.14
08/05/2020,541.505
11/05/2020,543.425
12/05/2020,541.255
13/05/2020,546.433
14/05/2020,554.45
15/05/2020,562.735
18/05/2020,561
19/05/2020,567.985
20/05/2020,572.47
21/05/2020,570.98
22/05/2020,574.425
25/05/2020,574.4
26/05/2020,581.96
27/05/2020,583.5
28/05/2020,575.44
29/05/2020,580.75
01/06/2020,575
02/06/2020,570
03/06/2020,567
04/06/2020,576.57
05/06/2020,580.855
08/06/2020,585.25
09/06/2020,590.68
10/06/2020,591.859
11/06/2020,592.295
12/06/2020,595.065
15/06/2020,595.065
16/06/2020,593.815
17/06/2020,591.953
18/06/2020,594.328
19/06/2020,595.52
22/06/2020,601.322
23/06/2020,578.63
24/06/2020,580.435
25/06/2020,573.733
26/06/2020,573.73
28/06/2020,573.732
29/06/2020,573.26
30/06/2020,573.26
01/07/2020,579.4
02/07/2020,579.4
03/07/2020,579.35
06/07/2020,571.41
07/07/2020,570.555
08/07/2020,567.77
09/07/2020,571.8
10/07/2020,567.07
13/07/2020,567.07
14/07/2020,573.79
15/07/2020,571.987
16/07/2020,565.95
17/07/2020,565.513
20/07/2020,564.22
21/07/2020,552
22/07/2020,553.29
23/07/2020,552.96
24/07/2020,556.75
27/07/2020,549.29
28/07/2020,557.24
29/07/2020,551.81
30/07/2020,552.917
31/07/2020,571.975
03/08/2020,577.75
04/08/2020,577.75
05/08/2020,575.385
06/08/2020,579.632
07/08/2020,583.322
10/08/2020,590.3
11/08/2020,590.295
12/08/2020,584
13/08/2020,584.01
14/08/2020,570.655
17/08/2020,571.431
18/08/2020,572.153
19/08/2020,572.152
20/08/2020,578.49
21/08/2020,583.982
24/08/2020,577.63
25/08/2020,582.38
26/08/2020,588.962
27/08/2020,588.34
28/08/2020,591.7
31/08/2020,595.708
01/09/2020,599.04
02/09/2020,604.554
03/09/2020,611.4
04/09/2020,616.945
07/09/2020,616.945
08/09/2020,613.6
09/09/2020,619.48
10/09/2020,620.461
11/09/2020,603.414
14/09/2020,620.43
15/09/2020,620.93
16/09/2020,612.7
17/09/2020,613.9
18/09/2020,613.9
21/09/2020,613.94
22/09/2020,617.95
23/09/2020,616.71
24/09/2020,621.128
25/09/2020,620.56
28/09/2020,621.803
29/09/2020,619.375
30/09/2020,619.375
01/10/2020,625.51
02/10/2020,625.51
05/10/2020,627.701
06/10/2020,629.43
07/10/2020,631.734
08/10/2020,638.088
09/10/2020,639.326
12/10/2020,639.127
13/10/2020,639.13
14/10/2020,639.127
15/10/2020,636
16/10/2020,640.9
19/10/2020,646.385
20/10/2020,646.38
21/10/2020,647.82
22/10/2020,650.71
23/10/2020,652.018
26/10/2020,652.02
27/10/2020,649
28/10/2020,652
29/10/2020,657.941
30/10/2020,660.506
02/11/2020,661.875
03/11/2020,661.88
04/11/2020,661.87
05/11/2020,660.114
06/11/2020,655
09/11/2020,654.69
10/11/2020,661.4
11/11/2020,660.07
12/11/2020,654.69
13/11/2020,661.396
16/11/2020,660.958
17/11/2020,661.07
18/11/2020,659.664
19/11/2020,650
20/11/2020,649.375
23/11/2020,649.38
24/11/2020,646.375
25/11/2020,646.375
26/11/2020,646.257
27/11/2020,646.26
30/11/2020,649.817
01/12/2020,649.817
02/12/2020,649.82
03/12/2020,643.71
04/12/2020,648.565
07/12/2020,648.565
08/12/2020,648.565
09/12/2020,650.222
10/12/2020,654.494
11/12/2020,654.49
14/12/2020,652.321
15/12/2020,649.23
16/12/2020,649.231
17/12/2020,649.231
18/12/2020,650.283
21/12/2020,650.28
22/12/2020,650.28
23/12/2020,650.283
24/12/2020,650.283
25/12/2020,650.283
28/12/2020,650.28
29/12/2020,650.283
30/12/2020,649.911
31/12/2020,649.604
01/01/2021,649.604
04/01/2021,649.6
05/01/2021,650.515
06/01/2021,651.132
07/01/2021,648.748
08/01/2021,648.748
11/01/2021,645.74
12/01/2021,652.502
13/01/2021,652.5
14/01/2021,652.5
15/01/2021,652.5
18/01/2021,651.381
19/01/2021,651.381
20/01/2021,651.232
21/01/2021,651.232
22/01/2021,651.744
25/01/2021,651.744
26/01/2021,650.1
27/01/2021,650.668
28/01/2021,650.67
29/01/2021,645
01/02/2021,651.212
02/02/2021,651.212
03/02/2021,649.313
04/02/2021,648.375
05/02/2021,648.375
08/02/2021,648.375
09/02/2021,648.375
10/02/2021,648.375
11/02/2021,647.915
12/02/2021,647.915
15/02/2021,647.915
16/02/2021,647.91
17/02/2021,647.915
18/02/2021,647.452
19/02/2021,647.455
22/02/2021,646.72
23/02/2021,646.723
24/02/2021,644.823
25/02/2021,644.823
26/02/2021,630.95
01/03/2021,626
02/03/2021,624.595
03/03/2021,624.276
04/03/2021,620
05/03/2021,619.23
08/03/2021,613.3
09/03/2021,615.8
10/03/2021,614.918
11/03/2021,614.918
12/03/2021,614.918
15/03/2021,613
16/03/2021,615.315
17/03/2021,615.315
18/03/2021,616.638
19/03/2021,616.635
22/03/2021,621.172
23/03/2021,619.93
24/03/2021,621.172
25/03/2021,618
26/03/2021,621.172
29/03/2021,621.172
30/03/2021,621.15
31/03/2021,624.979
01/04/2021,624.979
02/04/2021,624.979
05/04/2021,624.979
06/04/2021,624.979
07/04/2021,623.315
08/04/2021,623.145
09/04/2021,623.147
12/04/2021,623.147
13/04/2021,623.147
14/04/2021,638.2
15/04/2021,642.338
16/04/2021,648.742
19/04/2021,649.91
20/04/2021,655.56
21/04/2021,657.226
22/04/2021,652.828
23/04/2021,652.828
26/04/2021,652.828
27/04/2021,652.57
28/04/2021,651.264
29/04/2021,649.962
30/04/2021,648.662
03/05/2021,648.605
04/05/2021,648.548
05/05/2021,648.548
06/05/2021,648.225
07/05/2021,648.225
10/05/2021,648.548
11/05/2021,648.548
12/05/2021,648.548
13/05/2021,648.548
14/05/2021,648.669
17/05/2021,648.045
18/05/2021,648.045
19/05/2021,645
20/05/2021,645
21/05/2021,643.485
24/05/2021,643.48
25/05/2021,643.242
26/05/2021,646.658
27/05/2021,646.658
28/05/2021,649.607
31/05/2021,642
01/06/2021,645.531
02/06/2021,645.531
03/06/2021,645.531
04/06/2021,645.531
07/06/2021,645.531
08/06/2021,642
09/06/2021,642
10/06/2021,645.531
11/06/2021,645.53
14/06/2021,645.531
15/06/2021,645.531
16/06/2021,645.531
17/06/2021,645.531
18/06/2021,645.531
21/06/2021,645.531
22/06/2021,645.531
23/06/2021,653.277
24/06/2021,651.644
25/06/2021,651.564
28/06/2021,651.564
29/06/2021,651.564
30/06/2021,651.564
01/07/2021,649.553
02/07/2021,648.644
05/07/2021,648.548
06/07/2021,648.548
07/07/2021,647.591
08/07/2021,647.114
09/07/2021,647.114
12/07/2021,646.611
13/07/2021,646.599
14/07/2021,646.537
15/07/2021,644
16/07/2021,644
19/07/2021,642
20/07/2021,641
21/07/2021,640
22/07/2021,640
23/07/2021,639
26/07/2021,639
27/07/2021,639
28/07/2021,639.75
29/07/2021,639.75
30/07/2021,639.65
02/08/2021,639.06
03/08/2021,639.53
04/08/2021,639.53
05/08/2021,639.53
06/08/2021,639.53
09/08/2021,639.38
10/08/2021,639.25
11/08/2021,639.25
12/08/2021,639.25
13/08/2021,638.712
16/08/2021,639.21
17/08/2021,638.87
18/08/2021,638.88
19/08/2021,636
20/08/2021,637
23/08/2021,637
24/08/2021,634.73
25/08/2021,635.73
26/08/2021,634.73
27/08/2021,633.73
30/08/2021,633.26
31/08/2021,633.26
01/09/2021,633.26
02/09/2021,632.7
03/09/2021,632.7
06/09/2021,632.7
07/09/2021,631.62
08/09/2021,631.27
09/09/2021,628.75
10/09/2021,626.29
13/09/2021,624
14/09/2021,622.66
15/09/2021,620.75
16/09/2021,617
17/09/2021,616.76
20/09/2021,614.95
21/09/2021,614.383
22/09/2021,614
23/09/2021,610.33
24/09/2021,601
27/09/2021,599.66
28/09/2021,598
29/09/2021,599
30/09/2021,600
01/10/2021,597.886
04/10/2021,599
05/10/2021,599
06/10/2021,598
07/10/2021,597.191
08/10/2021,598
11/10/2021,598
12/10/2021,596.804
13/10/2021,597.802
14/10/2021,596.386
15/10/2021,596.836
18/10/2021,597
19/10/2021,596.631
20/10/2021,598
21/10/2021,597.402
22/10/2021,596.805
25/10/2021,597.402
26/10/2021,597
27/10/2021,596.4
28/10/2021,598
29/10/2021,596.803
01/11/2021,597.402
02/11/2021,597.402
03/11/2021,597.402
04/11/2021,597.402
05/11/2021,597.402
08/11/2021,597
09/11/2021,597.402
10/11/2021,597
11/11/2021,597
12/11/2021,597.402
15/11/2021,597
16/11/2021,596
17/11/2021,596.304
18/11/2021,596.304
19/11/2021,596.3
22/11/2021,595.104
23/11/2021,593.91
24/11/2021,593.316
25/11/2021,593.32
26/11/2021,586
29/11/2021,584.825
30/11/2021,583
01/12/2021,582.42
02/12/2021,582.42
03/12/2021,582.42
06/12/2021,579.42
07/12/2021,578
08/12/2021,575.69
09/12/2021,575.11
10/12/2021,573.96
13/12/2021,572.82
14/12/2021,571.11
15/12/2021,570.54
16/12/2021,569.4
17/12/2021,567.432
20/12/2021,567
21/12/2021,565.434
22/12/2021,565
23/12/2021,565.434
24/12/2021,565
27/12/2021,564
28/12/2021,564
29/12/2021,563
30/12/2021,561.88
31/12/2021,561.32
03/01/2022,560.199
04/01/2022,554
05/01/2022,551.498
06/01/2022,551
07/01/2022,550.14
10/01/2022,549.45
11/01/2022,548.351
12/01/2022,547.8
13/01/2022,547.802
14/01/2022,547.8
17/01/2022,547.8
18/01/2022,535.96
19/01/2022,531.72
20/01/2022,531.93
21/01/2022,529
24/01/2022,529.244
25/01/2022,529
26/01/2022,529
27/01/2022,530
28/01/2022,529
31/01/2022,530
01/02/2022,527
02/02/2022,524.488
03/02/2022,523.03
04/02/2022,522.528
07/02/2022,521.03
08/02/2022,522
09/02/2022,521
10/02/2022,522
11/02/2022,521
14/02/2022,522.83
15/02/2022,520.44
16/02/2022,522
17/02/2022,516.212
18/02/2022,516.21
21/02/2022,516.21
22/02/2022,516.21
23/02/2022,493.614
24/02/2022,491.995
25/02/2022,491.065
28/02/2022,491.066
01/03/2022,491.066
02/03/2022,484.564
03/03/2022,489.399
04/03/2022,469.995
07/03/2022,471
08/03/2022,470.436
09/03/2022,470.436
10/03/2022,468.262
11/03/2022,466.35
14/03/2022,465.372
15/03/2022,458
16/03/2022,453
17/03/2022,451.995
18/03/2022,450
21/03/2022,449.794
22/03/2022,449.444
23/03/2022,448.867
24/03/2022,448.87
25/03/2022,449.887
28/03/2022,449.768
29/03/2022,445
30/03/2022,443
31/03/2022,440.145
01/04/2022,440.145
04/04/2022,439.073
05/04/2022,440
06/04/2022,438.99
07/04/2022,438
08/04/2022,433.497
11/04/2022,432.575
12/04/2022,424.995
13/04/2022,417
14/04/2022,415.831
15/04/2022,416
18/04/2022,414.917
19/04/2022,411
20/04/2022,410.5
21/04/2022,405.829
22/04/2022,400.31
25/04/2022,400.001
26/04/2022,400
27/04/2022,400.632
28/04/2022,403.481
29/04/2022,403
02/05/2022,401.202
03/05/2022,401.052
04/05/2022,400.813
05/05/2022,400.814
06/05/2022,401.364
09/05/2022,401
10/05/2022,398.778
11/05/2022,400.828
12/05/2022,400.416
13/05/2022,401.756
16/05/2022,404
17/05/2022,404
18/05/2022,406
19/05/2022,408
20/05/2022,410
23/05/2022,412
24/05/2022,414
25/05/2022,404.91
26/05/2022,412.93
27/05/2022,415
30/05/2022,417
31/05/2022,411
01/06/2022,411.73
02/06/2022,413.92
03/06/2022,417
06/06/2022,417.9
07/06/2022,423
08/06/2022,423
09/06/2022,427
10/06/2022,427
13/06/2022,428
14/06/2022,427
15/06/2022,427
16/06/2022,426
17/06/2022,423
20/06/2022,424
21/06/2022,421
22/06/2022,419
23/06/2022,419
24/06/2022,419
27/06/2022,421
28/06/2022,417
29/06/2022,417
30/06/2022,417
01/07/2022,418
04/07/2022,418
05/07/2022,417
06/07/2022,422.061
07/07/2022,424.085
08/07/2022,423.303
11/07/2022,422
12/07/2022,421
13/07/2022,421
14/07/2022,417
15/07/2022,421
18/07/2022,419
19/07/2022,423
20/07/2022,420
21/07/2022,420
22/07/2022,420
25/07/2022,420
26/07/2022,419
27/07/2022,420
28/07/2022,420
29/07/2022,420
01/08/2022,420
02/08/2022,420
03/08/2022,420
04/08/2022,420
05/08/2022,420
08/08/2022,418
09/08/2022,417
10/08/2022,418
11/08/2022,420
12/08/2022,420
15/08/2022,420
16/08/2022,420
17/08/2022,420
18/08/2022,421
19/08/2022,422
22/08/2022,422
23/08/2022,420
24/08/2022,420
25/08/2022,420
26/08/2022,419
29/08/2022,420
30/08/2022,420
31/08/2022,418
01/09/2022,418
02/09/2022,418
05/09/2022,419
